Norm,Agent1,Agent2,Agent1_Stance,Agent2_Stance,Status
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent1,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent3,neutral,disagree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent4,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent5,neutral,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent6,neutral,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent7,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent8,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent9,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent2,Agent10,neutral,disagree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent1,disagree,agree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent2,disagree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent4,disagree,agree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent5,disagree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent6,disagree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent7,disagree,agree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent8,disagree,agree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent9,disagree,agree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent3,Agent10,disagree,disagree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent1,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent2,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent3,agree,disagree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent5,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent6,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent7,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent8,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent9,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent4,Agent10,agree,disagree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent1,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent2,neutral,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent3,neutral,disagree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent4,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent6,neutral,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent7,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent8,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent9,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent5,Agent10,neutral,disagree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent1,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent2,neutral,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent3,neutral,disagree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent4,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent5,neutral,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent7,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent8,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent9,neutral,agree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent6,Agent10,neutral,disagree,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent1,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent2,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent3,agree,disagree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent4,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent5,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent6,agree,neutral,neutral
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent8,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent9,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent7,Agent10,agree,disagree,attack
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent1,agree,agree,defended
"Regarding Space Exploration, it is proposed that everyone has equal access to the benefits of this effort.",Agent8,Agent2,agree,neutral,neutral
